id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
jT88mXxqE-4,1,0.1,0.3,0.3,0.2,0.05,0.05,0.4,0.6,"This video seems to be filled with music and expressions, indicating a likely interest to younger audiences, especially teens and people in their 20s, who tend to enjoy dynamic and musical content. The playful nature and sounds could also appeal slightly more to females who often engage with music-driven entertainment."
GK_lLZqZi0U,1,0.1,0.3,0.4,0.1,0.05,0.05,0.6,0.4,"This video seems to contain a lot of energetic and repetitive elements, which may appeal more to younger audiences like teenagers and people in their 20s. The repetitive and music-oriented nature might skew male due to the energetic and rhythmic style."
oj82KABxCd0,1,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7,"This video primarily discusses themes of philanthropy, music inspiration, and community service, which tend to resonate more with older audiences, particularly women who are often more engaged in community activities. The connection to singer Lim Young-woong, a popular figure in Korea, also suggests an audience that is familiar with his music, likely skewing towards middle-aged and older women."
OviqUeVylIQ,1,0.05,0.6,0.25,0.05,0.03,0.02,0.6,0.4,"This video appears to be fast-paced and filled with random sounds and music, indicative of content that appeals to a younger audience, particularly teenagers. The nature of the content suggests a slight preference among male viewers, but it is likely to attract both genders."
C7AxtR22814,1,0.05,0.1,0.2,0.25,0.2,0.2,0.45,0.55,"This video likely features traditional Korean music and discussions about music composition, appealing to a slightly older audience who appreciates cultural and classic music genres. Additionally, the presence of specific music discussions may attract a balanced gender interest, slightly leaning towards female viewers due to potential emotional and cultural connections."
2PHtA8iy6jQ,1,0.0,0.05,0.35,0.4,0.15,0.05,0.3,0.7,"This video primarily focuses on cooking, grocery shopping, and attending workshops, which are activities that tend to attract viewers in their 20s and 30s, particularly females. The detailed and personal narrative style appeals more to young adults who enjoy lifestyle vlogs."
xEEsAFMflBA,1,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7,"This video is likely to attract viewers who are interested in pet care and adoption stories, which are often popular among adults, especially women. The nurturing aspect and emotional storytelling resonate more with a slightly older and predominantly female audience."
C5T0RzH5BSc,1,0.0,0.05,0.15,0.25,0.3,0.25,0.3,0.7,"This video focuses on cooking traditional Korean side dishes, which often appeal more to a middle-aged and older audience interested in home cooking. The content's detailed approach to seasoning and preparing specific ingredients may also attract a higher proportion of female viewers who often engage more with culinary content."
d_S2j01jt30,1,0.0,0.05,0.1,0.15,0.3,0.4,0.4,0.6,"This video focuses on traditional Korean cuisine and New Year celebrations, which tend to attract an older audience, particularly those above 40. The cooking and nostalgic food references suggest a slight female skew, likely due to traditional gender roles in cooking in Korean culture."
zGi2U6vmSIQ,1,0.0,0.05,0.2,0.35,0.3,0.1,0.55,0.45,"This video is targeted towards users managing their own YouTube content, which is more common among adults. The gender distribution is slightly male-biased due to the technical nature of the content."
C1UmRnoxrv4,1,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4,"This video is likely aimed at individuals learning to drive, which often includes younger adults and middle-aged people, particularly those in their 20s and 30s. The instructional nature of the content may also slightly appeal more to male viewers who statistically show higher engagement with driving tutorials."
Vv0YT_Gerg4,1,0.0,0.05,0.15,0.2,0.25,0.35,0.4,0.6,"This video likely appeals more to older audiences as it features nostalgic and sentimental music performances. The presence of traditional Korean music and themes suggests a stronger interest among viewers aged 40 and above, with a slight female skew."
YgoVud7ld0E,1,0.05,0.5,0.3,0.1,0.03,0.02,0.6,0.4,"This video appears to have a musical and rhythmic theme, likely appealing more to teenagers and young adults. The use of repetitive music and sounds suggests it might attract a slightly younger and predominantly male audience interested in energetic content."
9X7J08ly2cg,1,0.05,0.6,0.3,0.05,0.0,0.0,0.8,0.2,This video displays a chaotic and energetic style which is often appealing to teenagers and young adults. The use of casual and aggressive language suggests a male-dominated audience.
sHQ7Du7qghk,1,0.0,0.2,0.4,0.3,0.1,0.0,0.3,0.7,"This video appears to focus on emotional topics such as love and separation, which often resonate with young adults and adults. The lyrical content is more likely to appeal to a female audience due to its emotional depth and introspective nature."
uUVZDtG5u-I,1,0.01,0.5,0.4,0.07,0.01,0.01,0.7,0.3,"This video features music and lyrics that appeal primarily to a younger audience, particularly those interested in modern and urban music styles. The energetic and rhythmic nature of the content is likely to attract male viewers in their teens and twenties."
x0KsazN_Ypw,1,0.05,0.1,0.25,0.4,0.15,0.05,0.3,0.7,"This video likely appeals to viewers who relate to everyday adult struggles and humor, commonly experienced by those in their 30s. The playful tone and relatable theme may resonate more with female audiences."
MvW47NvfUSM,1,0.05,0.05,0.4,0.3,0.15,0.05,0.8,0.2,"This video employs repetitive and rhythmic phrases which is often characteristic of abstract, experimental content that may attract younger adults. The repetitive nature and focus on 'heat' can also appeal to a predominantly male audience interested in music or ambient soundscapes."
mYRZLlEXa_4,1,0.1,0.15,0.4,0.25,0.05,0.05,0.3,0.7,"This video appears to focus on household cleaning and decorating for spring, which may interest young adults and adults, particularly women who often engage in these activities. The cheerful and light-hearted tone along with themes of cleaning magic may appeal more to a female audience in their 20s and 30s."
RSxnaSwVzc4,1,0.05,0.1,0.15,0.25,0.3,0.15,0.4,0.6,"This video seems to appeal to older adults due to its family-centric and everyday life scenarios, which resonate more with middle-aged and older viewers. The humor and context also suggest a slight skew towards female viewers who might relate more to the domestic and familial themes presented."
896q_u1RDUE,1,0.0,0.1,0.3,0.4,0.15,0.05,0.2,0.8,"This video focuses on a detailed crochet tutorial, which is typically more appealing to women. The complexity of the project and the attention to detail suggest a target audience primarily in the 20s and 30s age range, as they are more likely to engage in such crafts."
z3QJBZ6kd1M,1,0.0,0.05,0.1,0.15,0.4,0.3,0.6,0.4,"This video is likely to appeal to older adults, particularly those involved in home gardening or farming, as it focuses on pest control for crops. The practical nature of the content suggests a slightly higher interest from males, who may traditionally engage in these activities."
0VRZamCASy4,1,0.05,0.1,0.35,0.3,0.15,0.05,0.4,0.6,"This video focuses on cooking, which tends to attract a wide range of age groups but is particularly popular among those in their 20s and 30s who are exploring cooking as a hobby or necessity. The content's simplicity and practical approach also appeal more to female viewers, who often engage with cooking-related media."
Q6kiZhyqfQ4,1,0.05,0.25,0.3,0.2,0.1,0.1,0.4,0.6,"This video appears to be musically oriented with repetitive sounds and phrases, which may appeal to younger audiences. The presence of casual and playful language suggests a slight preference for female viewers who typically engage more with such content."
mEszPxZSdhc,1,0.05,0.15,0.3,0.3,0.1,0.1,0.6,0.4,"This video seems to be focused on a musical or lyrical theme that might appeal to both younger and middle-aged adults. The gender distribution leans slightly towards males, who may have a greater interest in this type of musical content."
iA-yqkLgYCs,1,0.05,0.1,0.3,0.3,0.15,0.1,0.5,0.5,"This video features humorous and everyday family scenarios, which are appealing to both young adults and middle-aged viewers. The gender-neutral humor makes it equally appealing to both male and female audiences."
okAD-FKXhCk,1,0.05,0.5,0.3,0.1,0.03,0.02,0.6,0.4,"This video appears to contain abstract and potentially experimental content, which can attract a younger demographic, particularly teenagers and those in their 20s. The musical and somewhat chaotic nature of the script suggests it would appeal slightly more to males, who often engage with unconventional digital media."
